SET,Treatment,Colony,Emigration,Leader,Follower,Time_Start,Time_Stop,Leaves_From,Arrives_at,Target,Success_or_Fail_or_Switch,BREAK_UP,X,Y,Nth_Tandem,Leader_Consist_Lead,Follower_Consist_Foll
1,Control,1_1,1,BPWW,BPRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4
1,Control,1_1,1,BPWW,RWBW,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4
1,Control,1_1,1,BPWW,RWGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4
1,Control,1_1,1,BPWW,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
1,Control,1_1,1,BPWW,YPGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4
1,Control,1_1,1,RWGP,BWRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,3
1,Control,1_1,1,BPWW,BPRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,4
1,Control,1_1,1,BPWW,RYGG,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,3
1,Control,1_1,1,BPWW,WRYP,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,4
1,Control,1_1,1,RWGP,BPBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,2
1,Control,1_1,1,BWRY,PWRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,4
1,Control,1_1,1,PBPR,BPRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,4
1,Control,1_1,1,SAME,GGRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,4,4
1,Control,1_1,1,RYGG,PGRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4,4
1,Control,1_1,1,BPWW,YPGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,3,4
1,Control,1_1,1,BWRY,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,4,3
1,Control,1_1,1,RWGP,RWBW,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,2,4
1,Control,1_1,1,RYGG,GGRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,4
1,Control,1_1,1,SAME,BPBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,4,2
1,Control,1_1,1,WRYP,BPRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,4
1,Control,1_1,1,BPBB,BWRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,3
1,Control,1_1,1,RWGP,RWBW,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,2,4
1,Control,1_1,1,BPBB,RWGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,4,4
1,Control,1_1,1,BPBB,YPGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,4,4
1,Control,1_1,1,BPRR,RGBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1,2
1,Control,1_1,1,WWPG,PGRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1,4
1,Control,1_1,1,SAME,GGRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,4,4
1,Control,1_1,1,BPBB,RBYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,4,4
1,Control,1_1,1,RWGP,RGBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,2,2
1,Control,1_1,1,RWGP,WYBW,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,2,4
1,Control,1_1,1,PGRR,YPWY,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,3
1,Control,1_1,1,PGRR,YPGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,1,4
1,Control,1_1,1,GGRP,RGYW,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1,2
1,Control,1_1,1,BPRR,BWRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1,3
1,Control,1_1,1,WWPG,YPWY,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,3
1,Control,1_1,1,RWGP,GGRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,2,4
1,Control,1_1,1,BPWW,RWGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,3,4
1,Control,1_1,1,WYBW,YPWY,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,4,3
1,Control,1_1,1,WGRY,PPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,2,1
1,Control,1_1,1,RBYY,BPGG,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,4,3
1,Control,1_1,1,WGRY,RWGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,2,4
1,Control,1_1,1,RBYY,BGWY,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,4,2
1,Control,1_1,1,SAME,BWRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,4,3
1,Control,1_1,2,BWRY,RWGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4
1,Control,1_1,2,RBYY,WRYP,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4
1,Control,1_1,2,RBYY,RWBW,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4
1,Control,1_1,2,BPBB,PGRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4
1,Control,1_1,2,BPBB,RYGG,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3
1,Control,1_1,2,BPBB,PBPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,1
1,Control,1_1,2,RWBW,WRWG,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,3
1,Control,1_1,2,BPBB,RGBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,2
1,Control,1_1,2,SAME,YPGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,4
1,Control,1_1,2,PBPR,WRYP,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,4
1,Control,1_1,2,BWRY,RBYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,4
1,Control,1_1,2,BYYB,BPRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,4
1,Control,1_1,2,WYBW,PGRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,4,4
1,Control,1_1,2,PBPR,GGRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4,4
1,Control,1_1,2,WYBW,BPRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,4,4
1,Control,1_1,2,BPBB,WRWG,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,4,3
1,Control,1_1,2,WYBW,RBYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,4,4
1,Control,1_1,2,RYGG,PWRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,4
1,Control,1_1,2,WYBW,RBYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,4,4
1,Control,1_1,2,BPBB,YPWY,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,4,3
1,Control,1_1,2,BPWW,YPGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,3,4
1,Control,1_1,2,WYBW,YPWY,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,4,3
1,Control,1_1,2,RYGG,RGBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,4,2
1,Control,1_1,2,BPBB,RWGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,4,4
1,Control,1_1,2,WYBW,YPWY,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,4,3
1,Control,1_1,2,BPWW,BPGG,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,3,3
1,Control,1_1,2,BPBB,YPGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,4,4
1,Control,1_1,2,RYGG,BYYB,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,4,3
1,Control,1_1,2,PBPR,WRGB,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,4,3
1,Control,1_1,2,WYBW,YBWR,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,4,2
1,Control,1_1,2,BPWW,WRGB,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,3,3
1,Control,1_1,2,BPBB,WBBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,4,2
1,Control,1_1,2,RYGG,RGYW,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,4,2
1,Control,1_1,2,WYBW,YRRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,4,1
1,Control,1_1,2,BPWW,RGBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,3,2
1,Control,1_1,2,BPGG,BYYB,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,3,3
1,Control,1_1,2,BPWW,RGBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,3,2
1,Control,1_1,2,BPBB,RWGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,4,4
1,Control,1_1,2,RYGG,WYBW,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,4,4
1,Control,1_1,2,BPGG,WRWG,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,3,3
1,Control,1_1,2,BPBB,RGYW,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,4,2
1,Control,1_1,2,RYGG,WBBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,4,2
1,Control,1_1,2,WYBW,RBYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,4,4
1,Control,1_1,2,BPBB,GGRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,4,4
1,Control,1_1,2,RYGG,YPWY,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,4,3
1,Control,1_1,2,BPGG,YPGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,3,4
1,Control,1_1,2,BPBB,WPWB,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,4,1
1,Control,1_1,2,PBPR,RBYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,4,4
1,Control,1_1,2,BPBB,RWGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,4,4
1,Control,1_1,2,PBPR,RBYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,4,4
1,Control,1_1,2,PBPR,YPGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,4,4
1,Control,1_1,3,BPBB,RWGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4
1,Control,1_1,3,BPBB,YPGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4
1,Control,1_1,3,PBPR,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3
1,Control,1_1,3,WYBW,GGRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4
1,Control,1_1,3,BPBB,RWBW,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
1,Control,1_1,3,WYBW,PWBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,2
1,Control,1_1,3,SAME,PYGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,2
1,Control,1_1,3,PBPR,BPRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,4
1,Control,1_1,3,YPGW,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,3
1,Control,1_1,3,BPGG,BPBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,2
1,Control,1_1,3,BPGG,WRWG,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3,3
1,Control,1_1,3,YPGW,BWRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2,3
1,Control,1_1,3,RBYY,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,4,3
1,Control,1_1,3,BPBB,WYBW,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4,4
1,Control,1_1,3,BPGG,BPRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,3,4
1,Control,1_1,3,YPGW,WRYP,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,2,4
1,Control,1_1,3,RBYY,RWBW,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,4,4
1,Control,1_1,3,BPGG,BPRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,3,4
1,Control,1_1,3,SAME,WRYP,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,4,4
1,Control,1_1,3,WYBW,GPWR,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,4,2
1,Control,1_1,3,SAME,BPPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,2
1,Control,1_1,3,RYGG,PGRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,4,4
1,Control,1_1,3,RBYY,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,4,3
1,Control,1_1,3,RYGG,BPBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,4,2
1,Control,1_1,3,BPGG,WRYP,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,3,4
1,Control,1_1,3,WYBW,BPRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,4,4
1,Control,1_1,3,BWRY,RWBW,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,4,4
1,Control,1_1,3,BPBB,PWBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,4,2
1,Control,1_1,3,WYBW,RBYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,4,4
1,Control,1_1,3,BPGG,PWRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,3,4
1,Control,1_1,3,RYGG,BWRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,4,3
1,Control,1_1,3,BPGG,WRGB,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,3,3
1,Control,1_1,3,SAME,BYYB,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,4,3
1,Control,1_1,3,RWBW,RBYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,3,4
1,Control,1_1,3,RWBW,YPGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,3,4
1,Control,1_1,3,WGRY,BPRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,2,4
1,Control,1_1,4,PBPR,RWBW,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4
1,Control,1_1,4,WYBW,WRYP,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4
1,Control,1_1,4,BPBB,BPWW,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1
1,Control,1_1,4,RBYY,WRWG,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
1,Control,1_1,4,BWRY,YBWR,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2
1,Control,1_1,4,PBPR,RYGG,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,3
1,Control,1_1,4,BPBB,RWBW,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,4
1,Control,1_1,4,WYBW,WGRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,1
1,Control,1_1,4,RBYY,BPRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,4
1,Control,1_1,4,WYBW,BPGG,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,3
1,Control,1_1,4,PBPR,BGWY,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,2
1,Control,1_1,4,BPBB,GGRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,4
1,Control,1_1,4,RYGG,RWBW,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,4,4
1,Control,1_1,4,PBPR,BPWW,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4,1
1,Control,1_1,4,RBYY,BWRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,4,3
1,Control,1_1,4,RYGG,BWRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,4,3
1,Control,1_1,4,BPGG,WRWG,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,3,3
1,Control,1_1,4,WYBW,RWGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,4
1,Control,1_1,4,PBPR,BPRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,4,4
1,Control,1_1,4,BPGG,RYGG,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,3,3
1,Control,1_1,4,SAME,YBWR,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,2
1,Control,1_1,4,SAME,PYGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,4,2
1,Control,1_1,4,PBPR,WYBW,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,4,4
1,Control,1_1,4,BPGG,YPGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,3,4
1,Control,1_1,4,RWGP,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,2,3
1,Control,1_1,4,BPBB,WBBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,4,2
1,Control,1_1,4,BPWW,YPWY,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,3,3
1,Control,1_1,4,RYGG,PWBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,4,2
1,Control,1_1,4,BWRY,BPPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,4,2
1,Control,1_1,4,BPBB,RWGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,4,4
1,Control,1_1,4,RYGG,RWBW,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,4,4
1,Control,1_1,4,BPGG,WRWG,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,3,3
1,Control,1_1,4,BPWW,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,3,3
1,Control,1_1,4,BPBB,GPWR,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,4,2
1,Control,1_1,4,BPWW,PYGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,3,2
1,Control,1_1,4,BPBB,PBYP,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,4,1
1,Control,1_1,4,BWRY,BPRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,4,4
1,Control,1_1,4,BPGG,WBBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,3,2
1,Control,1_1,4,RYGG,RBYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,4,4
1,Control,1_1,4,RWBW,PGRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,3,4
1,Control,1_1,4,BPWW,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,3,3
1,Control,1_1,4,RWBW,PYGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,3,2
1,Control,1_1,4,BPBB,WRWG,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,4,3
1,Control,1_1,4,BPGG,YPGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,3,4
1,Control,1_1,4,YPGW,PGRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,2,4
1,Control,1_1,4,BPWW,RBYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,3,4
1,Control,1_1,4,BWRY,GGRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,4,4
1,Control,1_1,4,BPBB,PBYP,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,4,1
1,Control,1_1,4,SAME,YPGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,4,4
1,Control,1_1,4,BWRY,RYGG,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,4,3
1,Control,1_1,4,BPWW,WRGB,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,3,3
1,Control,1_1,4,WBBP,BYYB,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,1,3
1,Control,1_1,4,RBYY,RWPB,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,4,1
1,Control,1_1,4,BPBB,YPGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,4,4
1,Control,1_1,4,BPWW,GGRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,3,4
1,Control,1_1,4,RBYY,PWRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,4,4
1,Control,1_1,4,BPBB,GGRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,4,4
1,Control,1_1,4,BPBB,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,4,3
1,Control,1_1,4,PWBB,WYBW,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,1,4
1,Control,1_1,4,BPBB,WBYW,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,4,1
1,Control,1_1,4,BWRY,WGRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,4,1
1,specialists_removed,1_1,5,WBBP,uncertain_XXXX,12:30:12,12:33:33,o,NA,Right,Fail,25.44,44,25,1,1,NA
1,specialists_removed,1_1,5,WRYP,RBPP,13:27:36,13:30:33,o,r,Right,Success,NA,58,9,2,1,0
1,specialists_removed,1_1,5,RWBW,YBWR,13:34:48,13:37:44,o,r,Right,Success,NA,58,9,3,3,2
1,specialists_removed,1_1,5,WRYP,YRYW,13:35:48,13:37:37,o,r,Right,Success,NA,58,9,4,1,0
1,specialists_removed,1_1,5,RWBW,uncertain_XXXX,13:41:56,13:43:59,o,r,Right,Success,NA,58,9,5,3,NA
1,specialists_removed,1_1,5,PWBB,PRRG,13:45:42,13:48:40,o,NA,Right,Fail,15.57,57,15,6,1,0
1,specialists_removed,1_1,5,RWBW,BPPP,13:48:11,13:50:15,o,r,Right,Success,NA,58,9,7,3,2
1,specialists_removed,1_1,5,WRYP,BGWY,13:55:33,14:00:07,r,NA,Right,Fail,25.55,55,25,8,1,2
1,specialists_removed,1_1,5,RWBW,RBPP,13:59:27,14:01:19,r,NA,Right,Fail,40.47,47,40,9,3,0
1,specialists_removed,1_1,5,WPWB,PWBB,14:15:35,14:18:51,r,NA,Right,Fail,39.43,43,39,10,0,2
1,specialists_removed,1_1,5,WRYP,YRRY,14:16:08,14:18:22,r,o,NA,Success,NA,NA,NA,11,1,1
1,specialists_removed,1_1,5,WBBP,GWYP,12:45:15,12:47:57,o,NA,Right,Fail,6.42,42,6,12,1,0
1,specialists_removed,1_1,5,WRYP,PRRG,14:20:24,14:22:04,r,o,NA,Success,NA,NA,NA,13,1,0
1,specialists_removed,1_1,5,WRYP,YBWR,14:25:57,14:27:58,r,o,NA,Success,NA,NA,NA,14,1,2
1,specialists_removed,1_1,5,WRYP,BGWY,14:46:10,14:46:45,r,NA,Right,Fail,20.55,55,20,15,1,2
1,specialists_removed,1_1,5,WBBP,RWBW,12:58:53,13:00:55,o,NA,Right,Fail,22.59,59,22,16,1,4
1,specialists_removed,1_1,5,WRYP,WGPW,13:06:40,13:11:38,o,r,Right,Success,NA,58,9,17,1,0
1,specialists_removed,1_1,5,WRYP,GWYP,13:17:50,13:20:16,o,r,Right,Success,NA,58,9,18,1,0
1,specialists_removed,1_1,5,RWBW,YRRY,13:19:01,13:21:27,o,r,Right,Success,NA,58,9,19,3,1
1,specialists_removed,1_1,5,WBBP,WPWB,13:21:42,13:23:17,o,r,Right,Success,NA,58,9,20,1,1
1,specialists_removed,1_1,5,WGPW,YRYW,13:23:14,13:25:04,o,NA,Right,Fail,26.52,52,26,21,0,0
1,specialists_removed,1_1,5,RWBW,PWBB,13:25:17,13:30:48,o,r,Right,Success,NA,58,9,22,3,2
1,Control,1_2,1,BPWW,GRYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4
1,Control,1_2,1,BPWW,GGYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4
1,Control,1_2,1,BPWW,GRYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4
1,Control,1_2,1,YRBG,PBYP,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2
1,Control,1_2,1,BPWW,WGBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3
1,Control,1_2,1,WGBB,WBRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,3
1,Control,1_2,1,SAME,WRPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,1
1,Control,1_2,1,GRYG,PWRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,4
1,Control,1_2,1,BBYG,YYWG,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,1
1,Control,1_2,1,WGBB,YRWB,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,3
1,Control,1_2,1,BPGG,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3,4
1,Control,1_2,1,SAME,PGGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,4
1,Control,1_2,1,WGBB,WGPW,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,4,2
1,Control,1_2,1,BPWW,WRPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1,1
1,Control,1_2,1,GRYG,PWRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,4,4
1,Control,1_2,1,WGBB,RBYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,4,3
1,Control,1_2,1,SAME,GWWY,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,4,4
1,Control,1_2,1,BPWW,RBYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,3
1,Control,1_2,1,WWPG,WRGB,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,4
1,Control,1_2,1,BPGG,GPBY,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,3,2
1,Control,1_2,1,WGBB,WRPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,1
1,Control,1_2,1,BPWW,RBYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1,3
1,Control,1_2,1,WGBB,RWBW,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,4,2
1,Control,1_2,1,PWRP,RGYW,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,3,3
1,Control,1_2,1,PGGY,RBPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,2,1
1,Control,1_2,1,YRWB,BBYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,3,4
1,Control,1_2,1,BPGG,RWBW,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,3,2
1,Control,1_2,1,YRGR,YRBG,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,2,4
1,Control,1_2,1,SAME,WWGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,4,3
1,Control,1_2,1,BPGG,BYFL,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,3,2
1,Control,1_2,1,WRPR,PGGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,4
1,Control,1_2,1,PWRP,RRGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,3,1
1,Control,1_2,1,WGBB,BBYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,4,4
1,Control,1_2,1,PWRP,WGPW,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,3,2
1,Control,1_2,1,BPGG,PRPB,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,3,2
1,Control,1_2,1,SAME,GGYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,4,4
1,Control,1_2,1,PWRP,YRBG,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,3,4
1,Control,1_2,1,BPGG,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,3,4
1,Control,1_2,1,RRPG,PGRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,3,2
1,Control,1_2,1,BPGG,BBYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,3,4
1,Control,1_2,1,RRPG,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,3,4
